filename,gt
1300,s_6-|-|-|-s_7-s_2-|-s_9-s_4-s_1
1301,s_8-s_5-s_9-|-s_2-|-|-|-|-|
1302,|-s_1-|-|-|-s_1-|-|-|-s_7
1303,s_0-s_1-s_6-s_1-s_5-s_3-|-s_8-|-|
1304,s_5-|-|-s_6-s_6-|-|-|-|-|
1305,|-|-s_1-|-s_4-|-|-|-|-s_4
1306,s_1-s_0-s_2-|-|-s_6-|-|-|-|
1307,|-|-s_1-s_5-s_6-s_3-s_3-s_5-s_0-s_4
1308,s_4-s_0-s_8-s_6-s_4-s_7-|-|-|-|
1309,s_0-|-s_0-|-s_8-|-s_2-|-s_5-s_6
1310,s_0-|-|-|-s_2-|-|-|-s_0-|
1311,s_9-s_8-s_1-s_9-s_6-s_1-|-|-s_6-s_1
1312,s_8-|-|-s_1-s_5-|-s_0-|-|-s_2
1313,|-|-s_4-|-|-|-s_7-|-|-s_6
1314,s_2-s_6-|-|-s_6-|-s_5-s_6-|-|
1315,s_4-|-s_6-|-s_9-|-s_3-|-|-|
1316,|-s_3-s_4-|-s_0-s_7-|-s_3-|-s_5
1317,s_8-|-s_3-s_1-s_6-|-|-s_0-s_3-|
1318,s_5-|-s_1-s_6-|-|-s_3-|-|-|
1319,|-|-s_1-|-s_8-s_7-s_3-s_2-|-|
1320,s_0-|-s_6-s_0-|-s_8-|-|-|-|
1321,|-|-|-s_0-s_6-s_7-s_6-s_8-s_4-|
1322,|-|-|-s_9-|-s_4-|-|-|-s_6
1323,s_7-|-s_2-s_3-|-|-s_6-s_8-s_0-|
1324,s_4-|-s_9-s_5-s_9-s_7-s_8-|-s_4-|
1325,|-|-|-s_4-|-|-|-s_9-|-|
1326,s_8-|-|-|-|-s_9-|-|-|-s_0
1327,|-s_9-|-|-s_9-|-s_4-|-s_8-|
1328,|-|-s_0-|-s_0-s_7-|-|-|-|
1329,s_6-s_4-s_2-|-s_0-s_1-s_2-|-s_5-|
1330,s_9-|-s_0-s_3-s_6-|-|-|-|-|
1331,|-s_1-s_1-s_6-|-|-s_7-s_7-s_2-s_6
1332,|-s_7-s_4-|-|-|-s_4-|-|-s_3
1333,|-|-|-s_8-s_1-s_9-|-|-s_7-|
1334,s_5-s_7-s_8-s_5-s_5-|-s_1-|-|-s_6
1335,s_5-|-s_7-s_6-|-s_5-s_4-s_9-|-|
1336,|-|-|-|-s_5-s_0-|-s_1-s_5-s_6
1337,|-|-|-s_3-s_0-|-|-s_7-s_3-s_3
1338,|-s_7-|-s_8-|-s_3-|-|-|-|
1339,s_0-|-s_2-|-s_0-s_1-|-s_7-|-s_5
1340,s_5-|-|-s_4-|-|-s_4-s_4-s_2-s_4
1341,s_1-s_0-s_1-s_2-|-s_5-s_7-s_4-s_9-s_0
1342,s_9-s_0-|-s_5-|-|-|-s_6-|-s_4
1343,s_8-s_4-|-|-|-|-s_8-s_6-|-|
1344,s_5-|-|-|-|-s_1-|-|-|-|
1345,s_0-|-|-s_3-|-|-|-|-s_0-|
1346,|-|-|-s_2-|-s_2-s_5-|-|-s_0
1347,|-|-|-|-s_1-|-|-s_5-|-|
1348,s_1-s_6-s_5-s_5-|-s_8-s_9-|-s_0-|
1349,s_2-|-s_8-s_5-|-|-|-|-s_4-s_1
1350,|-|-|-|-|-|-s_6-|-s_3-s_4
1351,s_6-s_2-|-s_4-|-s_4-|-s_1-|-|
1352,s_1-|-s_3-s_0-|-|-|-s_0-s_0-s_7
1353,s_0-|-|-s_5-|-s_5-|-|-s_4-s_7
1354,|-|-|-|-s_0-s_4-|-|-s_3-s_6
1355,s_1-s_2-s_6-s_7-|-|-|-|-|-s_9
1356,|-s_5-s_5-s_1-s_0-|-|-|-s_0-s_5
1357,s_9-s_1-|-|-|-|-s_8-s_7-|-|
1358,|-|-s_1-s_7-|-s_0-|-|-|-|
1359,|-s_9-s_7-s_8-s_8-s_5-|-|-|-|
1360,s_1-|-|-|-s_8-|-s_0-|-|-s_7
1361,s_7-s_4-s_1-|-|-s_3-s_5-s_2-|-s_1
1362,s_6-s_9-|-|-|-s_6-s_8-s_5-|-s_0
1363,s_3-|-s_8-|-s_7-s_7-s_0-|-|-|
1364,|-s_6-s_0-|-|-s_2-|-s_6-s_2-s_9
1365,s_3-s_2-|-|-s_0-|-|-s_3-|-s_8
1366,s_7-s_9-|-s_0-|-s_4-|-|-|-|
1367,s_9-s_1-s_8-|-|-|-|-|-s_7-|
1368,|-|-s_4-s_3-|-|-|-|-|-s_5
1369,s_0-|-s_2-s_0-|-|-s_1-s_5-|-s_6
1370,|-s_2-s_2-|-s_6-|-s_2-s_2-s_5-|
1371,|-|-s_9-s_4-s_9-s_5-|-s_6-s_1-s_7
1372,|-|-s_3-s_9-s_8-|-s_0-|-s_5-|
1373,|-s_0-|-|-s_3-s_7-s_7-s_8-s_6-s_5
1374,s_3-|-s_5-|-|-s_9-|-s_5-s_0-s_4
1375,s_3-s_9-|-|-|-s_0-|-|-|-|
1376,|-s_6-|-|-s_0-s_0-|-s_0-s_3-s_0
1377,|-s_2-|-s_1-|-s_8-s_6-|-|-s_5
1378,|-|-|-s_7-|-|-s_1-s_5-s_6-|
1379,|-|-s_7-s_7-s_6-|-|-|-s_6-|
1380,|-s_1-|-s_2-|-|-|-s_3-s_2-s_7
1381,|-|-s_5-|-|-|-|-|-s_2-s_2
1382,|-s_8-|-s_4-s_2-|-s_3-|-s_0-s_1
1383,|-|-|-s_6-|-|-|-|-|-s_0
1384,|-s_9-s_1-s_1-s_3-s_8-|-s_9-|-|
1385,|-s_5-s_2-s_2-|-s_7-|-s_3-|-s_8
1386,|-|-s_7-|-s_7-s_8-s_7-s_5-s_2-|
1387,|-s_8-s_9-|-|-|-|-s_8-s_7-|
1388,s_6-s_4-|-|-s_1-s_0-|-s_2-|-|
1389,s_7-s_8-s_8-|-|-|-|-s_7-|-|
1390,|-|-|-|-|-|-|-|-|-s_2
1391,|-s_3-|-|-s_5-|-|-|-s_5-|
1392,|-|-s_8-s_2-|-s_6-s_3-s_0-|-|
1393,|-|-|-s_4-s_3-s_2-s_4-|-|-s_5
1394,s_1-|-|-|-|-|-s_6-|-|-s_7
1395,s_1-|-s_4-s_8-|-s_2-s_5-s_8-s_4-s_9
1396,s_1-s_5-s_7-s_7-|-s_5-s_6-s_0-|-|
1397,|-|-|-|-|-s_8-|-|-|-|
1398,|-s_9-|-|-s_8-s_7-|-|-s_3-s_1
1399,s_8-|-s_8-|-s_2-s_6-s_5-|-s_8-s_0
1400,s_5-|-s_5-|-|-|-|-|-s_5-s_1
1401,|-s_1-|-s_9-|-|-|-|-s_0-|
1402,|-s_0-s_1-|-s_7-|-|-|-|-|
1403,s_2-s_0-|-s_8-s_6-|-s_0-|-s_1-s_0
1404,s_5-|-s_2-|-s_5-s_5-s_7-s_9-s_8-|
1405,|-s_8-s_3-|-|-s_2-|-s_8-|-s_5
1406,|-|-|-|-s_6-s_1-s_9-s_4-|-|
1407,s_2-|-s_3-|-|-s_8-s_3-s_6-|-|
1408,s_6-s_5-s_7-s_9-|-s_5-|-s_0-s_6-s_3
1409,|-s_8-|-s_1-|-|-|-|-s_6-|
1410,|-|-s_3-|-s_3-s_9-s_0-|-|-|
1411,|-s_2-|-|-|-|-|-s_2-s_1-s_6
1412,s_0-s_5-|-s_0-|-|-s_8-s_7-s_9-|
1413,|-|-|-s_4-|-|-|-|-|-|
1414,|-s_5-s_3-|-s_8-|-|-s_6-s_9-s_8
1415,s_7-|-s_8-|-|-s_7-s_8-s_2-|-|
1416,|-s_8-|-s_4-s_0-|-|-s_9-s_3-|
1417,|-s_3-|-|-|-|-|-|-|-s_5
1418,|-s_5-s_3-|-|-s_0-|-|-s_1-s_1
1419,|-s_7-s_1-s_3-s_4-s_5-|-s_2-|-|
1420,s_3-|-|-|-s_1-|-|-s_1-s_9-s_0
1421,|-|-s_4-|-|-|-s_7-s_0-s_7-|
1422,|-|-s_8-|-s_3-|-|-s_2-s_8-|
1423,s_9-s_9-|-s_5-|-s_9-|-|-|-|
1424,s_4-s_3-s_4-|-s_8-|-|-|-s_8-s_9
1425,|-s_2-|-|-|-|-|-s_8-|-|
1426,|-|-s_7-s_1-|-s_3-s_4-s_4-s_6-|
1427,s_6-s_6-s_6-s_6-s_4-s_0-|-|-|-s_9
1428,s_1-|-s_3-|-|-s_0-|-|-s_7-|
1429,|-s_3-s_3-s_8-|-|-s_3-|-s_6-|
1430,|-s_2-s_7-s_7-s_9-|-|-|-|-|
1431,s_5-s_7-|-|-|-|-|-|-s_5-s_1
1432,|-|-|-s_2-|-s_7-s_4-s_5-s_7-|
1433,s_9-|-|-|-|-s_0-|-s_9-|-s_8
1434,|-s_5-|-|-|-s_9-s_6-|-s_2-|
1435,s_6-|-|-|-s_8-s_7-s_9-s_7-s_7-s_9
1436,|-s_7-s_8-s_1-s_1-s_5-s_7-|-|-|
1437,s_4-|-s_4-s_0-|-|-|-|-|-s_1
1438,|-|-s_2-|-s_9-s_4-|-|-|-|
1439,|-s_5-s_3-s_4-|-|-|-|-s_1-s_1
1440,|-s_9-|-s_9-s_3-|-s_4-|-s_6-s_0
1441,|-s_1-|-s_4-s_0-|-|-s_9-s_8-s_7
1442,s_7-|-s_9-|-s_5-s_7-|-|-|-s_6
1443,s_4-s_1-|-s_2-|-|-|-|-|-s_9
1444,s_8-s_5-s_6-|-s_3-|-|-s_9-|-s_4
1445,|-|-s_9-|-|-s_1-s_2-s_6-s_8-s_4
1446,|-|-s_3-|-|-|-|-s_1-s_4-|
1447,s_6-s_3-s_9-s_9-s_6-|-|-|-s_1-|
1448,s_1-s_0-s_9-|-s_6-|-s_9-|-|-s_8
1449,|-s_7-s_0-|-|-s_6-|-|-s_2-s_9
1450,|-s_9-s_1-|-s_2-|-s_0-|-|-s_7
1451,|-|-|-s_9-|-s_6-|-|-|-|
1452,|-|-s_9-s_6-|-s_0-s_9-|-|-s_7
1453,s_0-|-s_9-|-s_6-s_3-|-s_7-|-|
1454,|-|-|-s_4-s_4-|-|-|-s_3-|
1455,|-s_0-|-|-s_1-|-|-s_8-s_3-|
1456,|-|-|-|-s_5-|-s_6-s_7-|-s_3
1457,|-|-s_5-s_5-s_1-|-s_9-|-s_2-s_1
1458,s_9-|-s_2-|-s_1-|-|-|-s_5-|
1459,|-|-|-s_3-s_2-|-|-|-s_3-|
1460,|-|-s_2-|-|-|-|-s_4-s_1-|
1461,s_3-s_8-|-s_2-|-s_0-s_4-|-s_8-|
1462,|-|-|-|-s_3-s_6-s_4-s_6-|-s_8
1463,s_6-s_4-|-s_9-|-|-s_7-|-|-s_7
1464,|-|-|-|-s_0-s_5-s_7-s_6-|-s_0
1465,s_9-s_6-s_0-s_0-|-|-s_9-s_3-|-s_9
1466,s_0-s_7-|-s_2-s_8-s_0-s_2-|-s_3-|
1467,s_2-s_0-s_8-s_5-|-s_8-|-s_3-|-|
1468,|-|-s_0-|-|-|-|-|-s_3-|
1469,s_0-s_4-s_5-|-s_1-s_2-|-|-|-|
1470,s_6-|-s_6-|-s_0-s_2-|-|-|-|
1471,s_1-|-|-|-s_4-|-|-|-|-s_8
1472,|-|-s_9-s_2-s_7-|-|-|-s_7-|
1473,s_4-s_2-|-s_4-s_2-|-s_6-s_9-s_2-s_6
1474,s_0-s_4-|-s_7-|-s_1-s_8-s_9-s_7-s_1
1475,s_7-|-s_8-|-s_2-|-s_1-|-|-|
1476,|-s_1-s_6-|-|-|-|-|-s_2-|
1477,s_3-s_3-|-s_0-s_4-s_9-|-|-|-|
1478,|-|-|-|-|-|-s_0-|-s_1-|
1479,|-s_9-s_9-|-s_4-|-s_4-|-s_0-|
1480,|-|-|-s_5-|-|-s_3-s_3-s_0-|
1481,|-|-s_2-s_1-|-|-s_2-|-s_0-s_9
1482,s_4-|-|-s_7-|-s_2-|-|-|-s_0
1483,s_7-|-|-s_6-|-s_5-|-s_1-s_9-|
1484,|-s_7-s_5-s_5-s_8-|-|-s_2-s_2-s_1
1485,|-|-s_8-s_3-s_5-|-|-|-s_5-|
1486,s_4-|-|-s_6-|-|-s_7-s_2-|-s_1
1487,s_6-|-s_8-|-|-s_6-|-|-|-|
1488,|-s_8-|-|-|-|-s_6-|-s_9-s_5
1489,|-|-|-|-|-s_5-|-s_5-s_5-s_3
1490,s_2-|-s_6-s_9-s_9-s_2-|-s_8-|-s_3
1491,|-s_3-s_8-|-|-|-s_6-|-|-s_0
1492,s_4-s_1-s_5-s_7-|-|-|-|-s_8-|
1493,s_1-|-|-s_0-|-s_5-s_9-|-|-|
1494,|-|-|-|-|-s_4-s_0-|-s_9-s_0
1495,|-s_1-|-s_9-s_4-|-s_8-s_5-|-s_9
1496,|-|-|-|-|-|-s_4-|-|-s_4
1497,|-s_4-s_8-s_0-|-s_5-|-s_5-s_3-s_1
1498,s_9-|-s_1-s_5-s_1-|-s_9-s_2-|-s_0
1499,|-|-|-s_4-|-s_7-s_5-|-|-|
1500,|-|-s_9-|-|-s_9-|-|-|-s_2
1501,s_7-|-s_0-s_9-|-s_9-s_5-|-|-s_0
1502,s_5-s_0-|-s_1-|-|-s_3-s_7-s_3-|
1503,|-s_4-|-|-s_5-s_7-|-|-|-|
1504,s_5-s_6-s_4-s_9-s_4-|-s_6-s_4-s_2-s_2
1505,|-|-|-s_0-|-|-|-|-s_5-s_6
1506,s_2-s_4-|-|-s_7-|-s_8-s_0-s_9-s_4
1507,|-s_7-|-|-s_1-|-s_6-s_6-|-|
1508,|-s_9-s_8-s_0-s_5-|-|-|-s_4-s_2
1509,s_1-s_2-s_3-|-s_4-s_3-|-s_1-|-s_3
1510,|-s_3-s_4-s_0-s_2-s_7-|-|-|-s_2
1511,s_3-|-|-|-|-s_9-|-s_1-|-|
1512,|-|-s_3-s_0-|-s_4-|-|-s_4-s_9
1513,|-|-|-s_5-|-s_2-|-s_9-|-|
1514,s_8-s_3-s_8-s_4-|-s_6-|-|-s_7-|
1515,s_7-|-s_7-|-|-s_4-s_6-|-s_8-s_5
1516,s_5-|-|-s_0-s_6-|-s_4-|-|-s_2
1517,s_1-s_1-s_3-s_1-|-|-s_8-|-|-s_3
1518,|-|-|-|-|-|-s_8-|-s_3-s_3
1519,|-|-|-s_6-s_3-s_7-s_1-s_7-|-|
1520,|-|-s_0-s_3-s_1-s_3-|-s_8-|-|
1521,|-|-|-|-|-s_1-s_8-|-s_2-|
1522,s_6-|-s_1-|-s_2-s_8-s_3-s_3-s_3-|
1523,s_9-s_0-s_1-s_8-s_0-|-s_1-|-|-s_6
1524,s_7-|-s_6-s_0-|-|-|-|-s_4-s_7
1525,|-|-|-s_7-|-s_7-s_8-|-|-|
1526,|-|-|-s_6-s_9-|-|-|-|-s_9
1527,s_1-|-s_6-s_0-|-|-|-|-s_8-s_6
1528,s_3-|-|-s_6-s_3-|-s_0-|-|-|
1529,|-|-|-s_2-|-|-|-s_8-|-s_7
1530,|-|-s_2-|-s_2-|-|-s_5-s_2-|
1531,s_6-|-|-|-s_0-s_1-s_7-s_1-|-s_8
1532,|-s_3-|-s_5-|-s_7-|-s_6-|-s_1
1533,s_3-|-|-s_3-|-|-|-s_8-s_2-s_2
1534,s_1-|-s_2-|-s_7-s_6-s_2-|-|-|
1535,|-|-|-|-s_0-s_7-|-s_1-|-|
1536,|-|-|-s_3-s_4-s_7-s_5-|-s_7-s_5
1537,s_1-s_1-s_2-s_0-|-s_3-|-|-|-s_4
1538,s_3-|-|-|-|-|-|-|-|-s_9
1539,|-s_4-|-|-s_0-s_3-|-s_8-|-|
1540,|-|-|-|-s_1-s_9-s_6-|-|-s_6
1541,s_5-s_8-|-|-s_1-|-|-s_0-s_9-|
1542,|-|-|-|-|-|-s_9-s_7-|-s_0
1543,s_5-s_7-s_4-|-|-|-|-s_1-s_7-|
1544,s_1-|-|-|-s_6-|-|-|-s_8-|
1545,s_1-|-s_6-s_2-s_1-s_5-s_6-s_5-|-s_1
1546,|-s_4-s_5-s_9-s_0-|-s_8-|-s_8-s_8
1547,|-|-|-s_1-|-s_5-s_7-s_3-|-|
1548,s_1-s_1-|-|-|-s_7-s_2-s_8-s_1-s_6
1549,|-s_1-s_5-|-|-s_5-|-|-|-s_0
1550,|-|-s_2-s_2-s_9-s_9-|-s_8-|-|
1551,s_7-|-|-s_7-s_5-|-s_8-s_9-s_1-s_9
1552,s_6-s_8-s_6-|-s_1-|-|-|-|-s_0
1553,|-|-|-s_0-s_3-s_7-|-s_8-|-|
1554,|-|-s_2-|-|-|-|-|-s_7-s_9
1555,s_6-|-|-s_0-s_5-|-s_0-s_0-|-s_6
1556,s_3-|-s_6-|-|-s_5-s_9-|-s_9-s_3
1557,|-s_1-|-|-s_2-|-|-|-s_1-s_8
1558,s_6-|-s_6-s_7-s_1-s_4-|-|-s_3-s_4
1559,|-s_9-|-s_6-|-s_9-|-s_2-s_7-|
1560,s_9-s_6-|-|-s_9-|-|-s_0-s_4-s_8
1561,|-|-|-|-s_2-s_6-s_9-|-s_9-|
1562,|-s_5-|-s_7-|-s_0-|-s_9-|-s_1
1563,s_0-|-s_1-s_9-s_3-|-s_2-|-s_0-s_3
1564,|-s_5-s_0-|-s_8-|-s_1-s_1-s_0-|
1565,s_9-|-s_9-|-|-|-s_6-s_1-s_3-s_7
1566,|-|-|-s_8-|-s_3-|-|-s_0-|
1567,|-s_6-|-|-s_9-s_2-|-s_5-|-s_3
1568,s_6-s_3-|-s_5-s_7-|-|-|-|-|
1569,s_0-s_4-s_8-|-|-s_4-|-s_1-s_0-|
1570,s_8-|-|-|-s_6-s_8-s_6-s_5-|-s_4
1571,s_4-s_5-|-s_2-s_4-s_7-|-s_0-|-s_8
1572,|-|-s_0-|-s_1-|-|-s_7-|-|
1573,|-s_9-s_0-|-s_7-s_5-|-s_5-s_0-s_3
1574,|-s_2-|-|-|-s_6-|-|-|-|
1575,|-s_6-|-s_3-|-s_0-|-|-s_4-|
1576,|-|-s_8-|-|-s_8-|-|-s_5-s_8
1577,|-s_7-|-|-s_3-|-|-s_2-|-|
1578,|-s_2-|-s_3-|-|-s_4-|-|-|
1579,s_3-|-s_7-|-|-|-|-s_7-|-s_3
1580,|-s_1-s_9-s_6-|-|-|-|-|-|
1581,s_1-|-s_5-s_2-s_6-|-|-s_0-|-s_9
1582,s_1-|-|-s_5-|-|-s_7-|-s_9-s_7
1583,|-|-|-|-|-s_4-|-|-|-|
1584,s_2-s_5-s_7-s_6-|-s_6-s_0-s_7-s_4-s_4
1585,s_0-|-s_9-|-s_8-s_3-|-s_5-s_1-|
1586,s_7-s_9-s_8-s_9-s_1-|-|-s_0-|-s_6
1587,|-|-s_3-s_1-|-|-|-s_2-|-s_8
1588,|-|-|-s_8-|-s_4-|-|-s_8-s_1
1589,|-|-|-|-|-|-|-|-s_7-|
1590,|-s_6-|-s_0-|-|-|-s_7-|-|
1591,s_1-s_8-|-s_2-s_5-s_1-s_8-|-|-s_3
1592,s_7-|-|-|-|-s_0-s_3-s_9-s_7-|
1593,s_6-|-s_7-|-s_0-|-|-|-s_6-|
1594,s_3-|-|-s_0-|-|-s_9-s_3-|-s_3
1595,s_8-|-|-|-s_0-s_2-|-|-s_0-|
1596,|-|-|-s_6-s_1-s_1-s_2-s_5-s_9-|
1597,|-|-s_3-|-|-|-s_4-s_2-|-|
1598,s_0-|-s_3-s_5-|-|-|-s_9-s_3-|
1599,s_0-|-|-|-|-s_3-s_5-|-s_5-|
1600,|-s_7-s_4-|-s_6-|-|-|-s_6-|
1601,s_5-s_9-|-|-|-|-|-|-|-|
1602,s_6-|-|-|-s_5-s_1-s_4-|-|-s_2
1603,|-s_6-|-|-s_7-s_1-s_6-s_7-|-s_9
1604,|-|-|-s_5-s_3-s_5-|-s_6-|-s_3
1605,|-|-s_7-|-s_3-s_0-s_2-s_9-|-s_0
1606,s_6-s_3-s_5-|-s_0-|-|-s_0-s_4-|
1607,s_8-s_1-|-|-s_1-s_9-s_3-s_6-|-s_2
1608,|-s_3-|-|-|-s_2-s_0-|-s_4-|
1609,s_1-s_2-|-|-|-|-|-s_1-s_4-|
1610,s_6-s_4-s_5-s_4-|-s_8-|-s_2-|-|
1611,|-|-s_7-s_5-s_0-s_9-|-s_6-s_7-|
1612,s_0-|-s_2-s_8-|-s_4-s_2-|-|-s_0
1613,s_4-s_2-|-s_3-|-|-|-|-|-|
1614,s_9-s_6-|-s_0-s_6-|-|-s_8-s_5-s_9
1615,s_6-|-s_7-|-|-|-|-s_6-s_2-s_4
1616,s_6-|-s_0-|-s_7-s_2-s_8-|-s_3-|
1617,s_9-s_2-s_4-|-|-|-s_8-s_6-s_5-|
1618,s_8-s_5-s_9-|-s_1-|-s_2-s_2-|-s_6
1619,s_5-s_9-s_2-|-|-s_4-|-s_7-|-|
1620,s_1-|-|-|-s_8-|-|-|-s_1-s_5
1621,|-|-s_0-|-|-s_4-|-|-s_3-|
1622,s_2-|-|-|-s_5-s_8-|-|-s_9-|
1623,s_9-s_5-s_9-|-s_1-|-|-|-|-|
1624,s_8-|-|-s_0-s_0-|-|-|-|-s_8
1625,|-|-|-|-s_1-|-|-|-s_6-|
1626,|-s_3-|-|-|-s_0-|-s_3-s_7-s_5
1627,|-|-|-s_6-|-s_8-s_5-|-s_8-s_7
1628,|-s_3-|-|-s_2-|-s_5-|-|-|
1629,s_9-|-s_9-s_8-s_3-|-s_2-|-|-|
1630,|-|-s_0-s_7-|-|-s_3-|-s_8-|
1631,s_7-s_3-|-s_0-|-s_6-s_3-s_2-s_8-s_5
1632,|-s_4-|-s_0-|-|-s_3-s_6-|-|
1633,s_9-s_7-|-|-s_4-|-|-s_9-|-s_9
1634,|-s_0-s_9-|-|-|-|-|-s_6-|
1635,s_8-|-|-s_5-s_7-s_8-|-s_1-|-s_8
1636,s_4-s_9-s_7-|-|-s_9-|-s_2-|-|
1637,|-|-s_3-s_3-s_7-|-s_1-s_8-|-s_5
1638,|-|-s_6-s_0-|-s_1-|-|-s_7-|
1639,|-|-s_2-|-|-s_7-s_1-|-|-s_8
1640,|-s_9-|-s_3-|-|-|-|-s_2-s_6
1641,s_4-s_7-s_7-|-s_7-|-|-|-s_6-|
1642,|-s_2-s_7-|-s_2-s_1-|-|-|-s_9
1643,s_2-s_5-|-|-|-s_1-|-|-s_5-s_0
1644,|-|-s_6-s_0-|-s_9-s_1-s_8-s_0-|
1645,|-|-s_5-s_7-s_6-|-|-s_4-s_6-s_7
1646,|-|-|-|-s_3-s_6-s_6-|-s_2-|
1647,s_5-s_5-|-s_7-|-|-|-s_5-|-|
1648,s_3-s_3-|-s_4-s_6-s_3-|-s_8-|-|
1649,s_2-|-s_1-|-|-s_7-s_4-s_6-|-|
1650,s_5-s_8-s_8-|-|-|-s_4-|-|-s_6
1651,s_6-s_5-|-|-s_7-s_3-s_4-s_9-s_8-|
1652,|-|-|-|-s_9-|-|-|-s_2-|
1653,s_5-s_6-s_5-s_1-s_1-s_0-s_2-s_4-|-s_7
1654,s_2-s_2-s_8-|-s_8-|-s_5-|-|-|
1655,s_7-s_0-|-s_3-|-|-|-|-|-s_7
1656,|-s_0-s_1-s_9-|-s_7-s_6-|-|-|
1657,|-|-s_3-s_8-s_8-|-s_7-s_5-|-s_2
1658,|-|-s_5-|-s_9-s_7-s_7-s_4-s_8-s_0
1659,s_0-s_6-s_6-s_5-|-|-|-s_2-|-|
1660,|-|-s_3-s_1-s_5-s_7-s_7-|-s_6-|
1661,|-s_2-s_0-|-|-s_7-s_1-|-s_4-|
1662,|-|-|-|-s_7-|-s_8-|-|-s_2
1663,s_4-|-|-s_6-|-|-s_0-|-|-|
1664,s_4-s_1-|-s_4-s_6-s_1-|-s_0-s_1-|
1665,|-|-|-s_9-s_2-|-s_8-s_7-|-s_3
1666,|-|-s_3-|-|-|-s_7-|-|-|
1667,s_6-|-|-|-|-s_9-|-|-|-|
1668,|-|-|-s_4-|-|-|-|-|-s_2
1669,|-|-s_3-s_4-|-|-s_7-|-|-s_7
1670,|-|-|-s_8-s_0-|-s_3-s_0-s_7-s_2
1671,|-s_0-|-|-|-|-|-s_1-s_7-|
1672,|-s_9-|-s_4-|-s_7-s_5-s_9-s_8-|
1673,|-|-s_3-|-s_2-|-|-|-|-s_1
1674,s_7-s_5-s_2-s_1-s_1-s_2-s_4-s_2-|-|
1675,s_9-s_0-s_3-s_7-s_8-|-s_7-|-|-s_0
1676,|-s_8-|-s_5-|-s_9-|-s_9-|-s_7
1677,s_3-|-s_2-|-s_8-|-s_9-s_4-s_9-|
1678,|-s_7-s_7-s_8-s_6-|-|-|-|-|
1679,s_5-s_3-s_7-s_6-|-s_2-s_2-|-|-|
1680,s_3-s_3-s_1-s_3-|-s_5-|-|-s_2-s_3
1681,s_4-s_6-|-|-s_7-s_6-|-|-s_4-s_4
1682,|-s_1-|-s_8-|-s_4-s_9-s_2-s_7-s_5
1683,s_5-s_8-|-s_8-|-s_4-|-|-s_4-|
1684,|-s_5-s_2-s_7-|-|-|-s_9-|-|
1685,|-|-|-|-|-s_1-s_4-s_7-s_9-s_3
1686,s_9-|-|-s_7-|-|-|-s_5-|-s_9
1687,s_8-s_4-s_6-s_9-|-|-|-s_6-|-|
1688,s_3-|-|-|-s_1-|-|-s_0-|-s_8
1689,s_8-s_4-s_1-|-|-|-|-|-|-s_6
1690,|-|-|-s_4-|-|-s_5-|-|-|
1691,s_3-|-|-|-s_5-s_3-s_3-|-|-|
1692,|-|-s_4-s_9-|-|-|-s_1-|-s_7
1693,s_0-s_1-|-s_3-|-s_6-|-|-s_6-|
1694,|-|-|-|-s_6-s_7-|-s_4-s_4-|
1695,|-|-|-s_0-s_3-s_2-s_2-s_0-|-s_8
1696,s_1-s_0-s_6-|-s_6-|-|-|-|-s_1
1697,|-|-s_3-s_7-|-|-s_3-|-s_0-|
1698,s_5-|-|-s_2-|-|-|-|-|-s_7
1699,|-|-|-|-|-s_4-s_2-|-|-|
1700,s_7-s_2-|-|-|-s_9-|-|-|-s_5
1701,|-|-s_8-s_5-s_9-|-|-|-s_3-|
1702,|-|-s_0-s_6-|-s_3-s_0-s_1-s_4-|
1703,s_0-s_6-s_2-|-s_3-|-|-|-|-s_6
1704,|-|-|-s_4-s_0-|-|-s_6-|-|
1705,s_5-s_8-|-|-|-|-|-s_1-|-s_7
1706,|-s_7-|-|-|-|-s_7-s_9-s_9-|
1707,|-|-|-|-s_8-s_4-s_7-|-|-s_2
1708,s_0-|-|-|-s_6-s_5-s_9-s_9-|-s_3
1709,|-s_2-|-|-s_0-s_1-s_7-s_7-s_9-|
1710,s_3-s_8-|-|-s_1-|-s_3-|-|-|
1711,s_1-|-|-s_6-|-|-|-s_5-|-s_9
1712,|-s_2-s_9-|-|-s_5-|-|-|-|
1713,s_0-s_2-s_2-s_3-|-s_4-|-s_6-s_9-|
1714,|-|-s_9-|-|-|-s_2-|-s_3-|
1715,|-|-s_1-s_0-|-s_5-s_9-s_0-s_9-s_3
1716,s_0-|-s_7-|-s_7-|-s_3-s_4-s_3-|
1717,|-s_1-|-|-s_4-|-|-s_3-|-s_7
1718,s_4-|-|-s_3-s_5-s_3-|-|-|-s_0
1719,|-s_2-s_7-s_2-|-|-s_3-|-|-|
1720,|-s_3-|-|-|-s_0-|-|-|-|
1721,|-|-|-|-s_8-|-|-s_1-|-|
1722,s_9-|-s_5-|-s_7-s_8-s_2-s_1-s_0-|
1723,|-s_0-|-|-|-s_7-s_7-s_9-s_7-|
1724,s_9-s_9-|-s_1-s_6-|-|-|-s_4-s_9
1725,s_0-|-s_5-s_6-|-|-|-s_8-|-s_1
1726,|-s_8-|-|-|-s_3-s_0-s_6-|-|
1727,|-s_8-s_5-s_9-|-s_2-s_8-s_1-s_3-|
1728,s_0-s_6-|-s_0-s_7-s_6-|-|-s_0-s_0
